Campaign_ID,Campaign_Name,Campaign_Type,Start_Date,End_Date,Region,Location,Channel,Budget,Spend,Leads_Generated,Leads_Converted,Conversion_Rate,Cost_Per_Lead,Year
1647,Referral - Partner Program 2021,Referral,2021-08-13,2021-09-24,EMEA,"Amsterdam, NL",Partner Program,4408.0,3818.0,521,163,31.29,7.33,2021
1648,SEO - Organic Search 2021,SEO,2021-10-30,2021-11-27,North America,"San Jose, CA",Organic Search,5681.0,4944.0,141,31,21.99,35.06,2021
1649,Paid Search - Bing Ads 2021,Paid Search,2021-10-14,2021-11-25,EMEA,"Berlin, DE",Bing Ads,60025.0,52252.0,351,149,42.45,148.87,2021
1650,Paid Search - Google Ads 2021,Paid Search,2021-09-03,2021-10-15,North America,"Toronto, ON",Google Ads,21627.0,16393.0,328,198,60.37,49.98,2021
1651,Content - Case Study 2021,Content,2021-02-07,2021-03-28,EMEA,"Amsterdam, NL",Case Study,9060.0,7504.0,394,63,15.99,19.05,2021
1652,Email - Drip Sequence 2021,Email,2021-12-21,2021-12-31,EMEA,"Paris, FR",Drip Sequence,5735.0,3776.0,295,69,23.39,12.8,2021
1653,Email - Newsletter 2021,Email,2021-06-02,2021-07-14,EMEA,"Amsterdam, NL",Newsletter,6601.0,6601.0,99,13,13.13,66.68,2021
1654,Referral - Partner Program 2021,Referral,2021-08-09,2021-09-06,North America,"Chicago, IL",Partner Program,4818.0,3985.0,540,181,33.52,7.38,2021
1655,Social - Facebook Ads 2021,Social,2021-12-26,2021-12-31,North America,"Toronto, ON",Facebook Ads,26905.0,20072.0,35,5,14.29,573.49,2021
1656,Social - LinkedIn Ads 2021,Social,2021-12-18,2021-12-31,North America,"Dallas, TX",LinkedIn Ads,11191.0,9492.0,124,18,14.52,76.55,2021
1657,Paid Search - Bing Ads 2021,Paid Search,2021-09-01,2021-10-13,EMEA,"Paris, FR",Bing Ads,50024.0,48395.0,185,98,52.97,261.59,2021
1658,Paid Search - Google Ads 2021,Paid Search,2021-05-17,2021-06-07,North America,"Chicago, IL",Google Ads,78755.0,67369.0,263,131,49.81,256.16,2021
1659,Social - Facebook Ads 2021,Social,2021-05-26,2021-07-21,EMEA,"Dublin, IE",Facebook Ads,25225.0,20651.0,361,76,21.05,57.2,2021
1660,Events - Field Event 2021,Events,2021-04-05,2021-04-12,North America,"Toronto, ON",Field Event,29703.0,26335.0,282,107,37.94,93.39,2021
1661,Email - Newsletter 2021,Email,2021-10-25,2021-12-06,APAC,"Seoul, KR",Newsletter,3187.0,2748.0,338,80,23.67,8.13,2021
1662,Paid Search - Google Ads 2021,Paid Search,2021-03-14,2021-04-18,EMEA,"Amsterdam, NL",Google Ads,52966.0,37549.0,498,176,35.34,75.4,2021
1663,Referral - Partner Program 2021,Referral,2021-06-06,2021-07-25,APAC,"Singapore, SG",Partner Program,178.0,171.0,289,105,36.33,0.59,2021
1664,Webinar - Thought Leadership 2021,Webinar,2021-07-02,2021-07-16,EMEA,"Berlin, DE",Thought Leadership,47356.0,45969.0,466,223,47.85,98.65,2021
1665,Email - Drip Sequence 2021,Email,2021-03-23,2021-04-20,EMEA,"Paris, FR",Drip Sequence,4933.0,4671.0,57,8,14.04,81.95,2021
1666,Webinar - Thought Leadership 2021,Webinar,2021-11-14,2021-11-28,North America,"Dallas, TX",Thought Leadership,47665.0,47665.0,566,328,57.95,84.21,2021
1667,Email - Drip Sequence 2021,Email,2021-01-30,2021-02-27,North America,"Toronto, ON",Drip Sequence,4352.0,2958.0,41,9,21.95,72.15,2021
1668,Referral - Partner Program 2021,Referral,2021-07-29,2021-09-02,North America,"Dallas, TX",Partner Program,1577.0,1313.0,282,132,46.81,4.66,2021
1669,Content - Blog 2021,Content,2021-05-06,2021-05-20,North America,"Toronto, ON",Blog,4462.0,4220.0,232,40,17.24,18.19,2021
1670,Content - Blog 2021,Content,2021-10-11,2021-11-08,North America,"San Jose, CA",Blog,12381.0,8110.0,94,24,25.53,86.28,2021
1671,Email - Drip Sequence 2021,Email,2021-11-24,2021-12-22,North America,"Toronto, ON",Drip Sequence,3811.0,3052.0,195,48,24.62,15.65,2021
1672,Email - Drip Sequence 2021,Email,2021-06-06,2021-08-01,North America,"San Jose, CA",Drip Sequence,7319.0,7131.0,167,34,20.36,42.7,2021
1673,Social - LinkedIn Ads 2021,Social,2021-08-07,2021-09-25,EMEA,"London, UK",LinkedIn Ads,14158.0,11460.0,154,29,18.83,74.42,2021
1674,SEO - Organic Search 2021,SEO,2021-06-27,2021-08-22,APAC,"Bengaluru, IN",Organic Search,10603.0,9338.0,346,90,26.01,26.99,2021
1675,Display - Programmatic 2021,Display,2021-06-24,2021-08-12,North America,"San Jose, CA",Programmatic,15802.0,13040.0,26,3,11.54,501.54,2021
1676,Referral - Partner Program 2021,Referral,2021-04-05,2021-04-19,North America,"Chicago, IL",Partner Program,2939.0,2725.0,265,130,49.06,10.28,2021
1677,Paid Search - Google Ads 2021,Paid Search,2021-09-28,2021-10-19,APAC,"Sydney, AU",Google Ads,76099.0,54639.0,157,92,58.6,348.02,2021
1678,SEO - Organic Search 2021,SEO,2021-12-20,2021-12-31,North America,"Toronto, ON",Organic Search,15468.0,15468.0,55,10,18.18,281.24,2021
1679,Paid Search - Bing Ads 2021,Paid Search,2021-12-15,2021-12-31,EMEA,"Berlin, DE",Bing Ads,62065.0,53815.0,227,83,36.56,237.07,2021
1680,SEO - Organic Search 2021,SEO,2021-02-07,2021-03-28,EMEA,"London, UK",Organic Search,9487.0,6009.0,219,43,19.63,27.44,2021
1681,Email - Drip Sequence 2021,Email,2021-09-02,2021-10-21,North America,"Chicago, IL",Drip Sequence,8434.0,7470.0,323,50,15.48,23.13,2021
1682,Paid Search - Bing Ads 2021,Paid Search,2021-09-30,2021-10-21,EMEA,"London, UK",Bing Ads,71702.0,56764.0,606,355,58.58,93.67,2021
1683,SEO - Organic Search 2021,SEO,2021-03-10,2021-04-14,North America,"Chicago, IL",Organic Search,19783.0,16589.0,146,30,20.55,113.62,2021
1684,Paid Search - Bing Ads 2021,Paid Search,2021-07-04,2021-07-25,APAC,"Bengaluru, IN",Bing Ads,77608.0,57939.0,429,157,36.6,135.06,2021
1685,Webinar - Product Demo 2021,Webinar,2021-04-07,2021-04-28,North America,"San Jose, CA",Product Demo,37561.0,37561.0,654,353,53.98,57.43,2021
1686,SEO - Organic Search 2021,SEO,2021-03-23,2021-04-20,EMEA,"London, UK",Organic Search,6706.0,5851.0,144,41,28.47,40.63,2021
1687,Events - Trade Show 2021,Events,2021-10-17,2021-11-07,North America,"Toronto, ON",Trade Show,6001.0,5046.0,305,109,35.74,16.54,2021
1688,SEO - Organic Search 2021,SEO,2021-04-23,2021-06-04,North America,"San Jose, CA",Organic Search,13635.0,13635.0,103,14,13.59,132.38,2021
1689,Social - LinkedIn Ads 2021,Social,2021-12-20,2021-12-31,North America,"Dallas, TX",LinkedIn Ads,9031.0,9031.0,160,30,18.75,56.44,2021
1690,Content - eBook 2021,Content,2021-03-11,2021-04-29,EMEA,"Amsterdam, NL",eBook,14769.0,13439.0,258,48,18.6,52.09,2021
1691,Referral - Partner Program 2021,Referral,2021-10-25,2021-11-22,North America,"Chicago, IL",Partner Program,2738.0,1863.0,700,348,49.71,2.66,2021
1692,Webinar - Thought Leadership 2021,Webinar,2021-07-01,2021-07-15,North America,"New York, NY",Thought Leadership,14631.0,12628.0,306,152,49.67,41.27,2021
1693,Content - Blog 2021,Content,2021-01-22,2021-02-19,EMEA,"Paris, FR",Blog,14475.0,12555.0,138,20,14.49,90.98,2021
1694,Email - Drip Sequence 2021,Email,2021-01-31,2021-03-21,EMEA,"Amsterdam, NL",Drip Sequence,4210.0,4210.0,269,51,18.96,15.65,2021
1695,SEO - Organic Search 2021,SEO,2021-02-26,2021-04-02,EMEA,"Berlin, DE",Organic Search,15265.0,15265.0,86,22,25.58,177.5,2021
1696,Webinar - Product Demo 2021,Webinar,2021-07-17,2021-08-28,North America,"New York, NY",Product Demo,17502.0,17502.0,249,96,38.55,70.29,2021
1697,Email - Drip Sequence 2021,Email,2021-12-02,2021-12-31,APAC,"Sydney, AU",Drip Sequence,6160.0,5829.0,301,67,22.26,19.37,2021
1698,Paid Search - Bing Ads 2021,Paid Search,2021-01-23,2021-03-20,APAC,"Seoul, KR",Bing Ads,24011.0,23825.0,236,116,49.15,100.95,2021
1699,Webinar - Product Demo 2021,Webinar,2021-11-23,2021-12-21,EMEA,"Amsterdam, NL",Product Demo,42769.0,33050.0,131,82,62.6,252.29,2021
1700,Paid Search - Google Ads 2021,Paid Search,2021-10-15,2021-10-29,North America,"Toronto, ON",Google Ads,68467.0,62042.0,441,200,45.35,140.68,2021
1701,Paid Search - Bing Ads 2021,Paid Search,2021-10-06,2021-12-01,North America,"San Jose, CA",Bing Ads,25529.0,18114.0,360,198,55.0,50.32,2021
1702,SEO - Organic Search 2021,SEO,2021-02-05,2021-03-19,EMEA,"Amsterdam, NL",Organic Search,13758.0,11138.0,74,15,20.27,150.51,2021
1703,SEO - Organic Search 2021,SEO,2021-06-03,2021-07-01,North America,"New York, NY",Organic Search,15318.0,14343.0,126,35,27.78,113.83,2021
1704,Webinar - Product Demo 2021,Webinar,2021-05-31,2021-07-26,North America,"New York, NY",Product Demo,21038.0,21038.0,218,128,58.72,96.5,2021
1705,Referral - Partner Program 2021,Referral,2021-01-06,2021-03-03,North America,"Toronto, ON",Partner Program,3081.0,2413.0,156,58,37.18,15.47,2021
1706,Email - Drip Sequence 2021,Email,2021-07-28,2021-08-11,EMEA,"London, UK",Drip Sequence,4461.0,4461.0,50,8,16.0,89.22,2021
1707,SEO - Organic Search 2021,SEO,2021-03-03,2021-03-31,EMEA,"Berlin, DE",Organic Search,5283.0,4949.0,259,53,20.46,19.11,2021
1708,Webinar - Thought Leadership 2021,Webinar,2021-05-07,2021-06-11,APAC,"Bengaluru, IN",Thought Leadership,35827.0,35827.0,1100,709,64.45,32.57,2021
1709,Events - Trade Show 2021,Events,2021-01-25,2021-02-01,North America,"Chicago, IL",Trade Show,20906.0,13764.0,96,23,23.96,143.38,2021
1710,Paid Search - Google Ads 2021,Paid Search,2021-04-07,2021-04-21,North America,"Dallas, TX",Google Ads,24867.0,24867.0,391,169,43.22,63.6,2021
1711,Email - Drip Sequence 2021,Email,2021-09-30,2021-11-11,North America,"New York, NY",Drip Sequence,8980.0,8980.0,70,8,11.43,128.29,2021
1712,Paid Search - Google Ads 2021,Paid Search,2021-07-02,2021-08-13,North America,"Toronto, ON",Google Ads,52919.0,40992.0,499,195,39.08,82.15,2021
1713,Content - eBook 2021,Content,2021-01-14,2021-01-28,North America,"San Jose, CA",eBook,3156.0,2757.0,326,74,22.7,8.46,2021
1714,Email - Newsletter 2021,Email,2021-02-16,2021-03-16,North America,"New York, NY",Newsletter,9787.0,7008.0,192,19,9.9,36.5,2021
1715,Email - Drip Sequence 2021,Email,2021-01-26,2021-02-09,EMEA,"London, UK",Drip Sequence,3177.0,2199.0,56,12,21.43,39.27,2021
1716,Social - Facebook Ads 2021,Social,2021-05-11,2021-06-01,North America,"Chicago, IL",Facebook Ads,16049.0,13535.0,298,66,22.15,45.42,2021
1717,Content - Blog 2021,Content,2021-06-03,2021-07-01,APAC,"Bengaluru, IN",Blog,6783.0,5603.0,160,35,21.88,35.02,2021
1718,Content - Blog 2021,Content,2021-07-08,2021-08-26,North America,"Dallas, TX",Blog,12344.0,10732.0,266,55,20.68,40.35,2021
1719,Paid Search - Google Ads 2021,Paid Search,2021-05-14,2021-06-18,North America,"Chicago, IL",Google Ads,33647.0,28590.0,331,129,38.97,86.37,2021
1720,Display - Retargeting 2021,Display,2021-07-18,2021-08-01,APAC,"Seoul, KR",Retargeting,24107.0,18802.0,71,9,12.68,264.82,2021
1721,Paid Search - Bing Ads 2021,Paid Search,2021-09-26,2021-11-14,North America,"Toronto, ON",Bing Ads,46327.0,45162.0,420,164,39.05,107.53,2021
1722,Social - X Promoted 2021,Social,2021-03-07,2021-03-28,EMEA,"London, UK",X Promoted,22864.0,17043.0,213,28,13.15,80.01,2021
1723,SEO - Organic Search 2021,SEO,2021-07-06,2021-08-24,North America,"Chicago, IL",Organic Search,9994.0,7454.0,343,67,19.53,21.73,2021
1724,Referral - Partner Program 2021,Referral,2021-12-05,2021-12-26,North America,"San Jose, CA",Partner Program,3627.0,3239.0,161,54,33.54,20.12,2021
1725,Content - Case Study 2021,Content,2021-02-17,2021-03-17,North America,"Dallas, TX",Case Study,4797.0,3465.0,159,41,25.79,21.79,2021
1726,Email - Drip Sequence 2021,Email,2021-03-10,2021-04-07,North America,"Toronto, ON",Drip Sequence,2142.0,1916.0,257,28,10.89,7.46,2021
1727,Content - Case Study 2021,Content,2021-01-17,2021-02-07,North America,"Toronto, ON",Case Study,7500.0,6638.0,116,31,26.72,57.22,2021
1728,Referral - Partner Program 2021,Referral,2021-02-04,2021-04-01,APAC,"Singapore, SG",Partner Program,3597.0,2612.0,437,202,46.22,5.98,2021
1729,Paid Search - Google Ads 2021,Paid Search,2021-05-25,2021-06-22,APAC,"Bengaluru, IN",Google Ads,65245.0,65245.0,396,151,38.13,164.76,2021
1730,Email - Drip Sequence 2021,Email,2021-12-20,2021-12-31,EMEA,"London, UK",Drip Sequence,7204.0,6609.0,94,13,13.83,70.31,2021
1731,Paid Search - Google Ads 2021,Paid Search,2021-09-24,2021-11-19,EMEA,"Paris, FR",Google Ads,47518.0,38349.0,265,114,43.02,144.71,2021
1732,Paid Search - Bing Ads 2021,Paid Search,2021-11-05,2021-12-10,APAC,"Tokyo, JP",Bing Ads,22384.0,22384.0,221,116,52.49,101.29,2021
1733,Referral - Partner Program 2021,Referral,2021-08-30,2021-10-11,APAC,"Singapore, SG",Partner Program,853.0,711.0,250,121,48.4,2.84,2021
1734,Paid Search - Bing Ads 2021,Paid Search,2021-05-15,2021-05-29,APAC,"Seoul, KR",Bing Ads,33440.0,32000.0,77,46,59.74,415.58,2021
1735,SEO - Organic Search 2021,SEO,2021-05-25,2021-06-22,North America,"Dallas, TX",Organic Search,13433.0,10087.0,79,22,27.85,127.68,2021
1736,Email - Newsletter 2021,Email,2021-09-05,2021-10-24,EMEA,"Amsterdam, NL",Newsletter,5924.0,4057.0,92,9,9.78,44.1,2021
1737,Events - Trade Show 2021,Events,2021-12-18,2021-12-31,North America,"Chicago, IL",Trade Show,17400.0,13005.0,626,140,22.36,20.77,2021
1738,Webinar - Thought Leadership 2021,Webinar,2021-08-14,2021-08-28,APAC,"Tokyo, JP",Thought Leadership,39148.0,39012.0,530,267,50.38,73.61,2021
1739,Webinar - Product Demo 2021,Webinar,2021-03-25,2021-04-22,North America,"Dallas, TX",Product Demo,30914.0,27971.0,628,360,57.32,44.54,2021
1740,Paid Search - Google Ads 2021,Paid Search,2021-01-30,2021-03-06,EMEA,"London, UK",Google Ads,36692.0,32242.0,703,328,46.66,45.86,2021
1741,Paid Search - Bing Ads 2021,Paid Search,2021-10-02,2021-10-23,North America,"Toronto, ON",Bing Ads,62262.0,53942.0,338,206,60.95,159.59,2021
1742,Paid Search - Bing Ads 2021,Paid Search,2021-11-05,2021-11-19,North America,"Chicago, IL",Bing Ads,54695.0,36887.0,543,235,43.28,67.93,2021
1743,Webinar - Product Demo 2021,Webinar,2021-03-31,2021-04-28,North America,"Dallas, TX",Product Demo,19465.0,18822.0,507,277,54.64,37.12,2021
1744,Paid Search - Google Ads 2021,Paid Search,2021-09-15,2021-11-10,EMEA,"Dublin, IE",Google Ads,57860.0,46808.0,700,393,56.14,66.87,2021
1745,Paid Search - Google Ads 2021,Paid Search,2021-02-01,2021-03-29,APAC,"Singapore, SG",Google Ads,23044.0,22170.0,929,481,51.78,23.86,2021
1746,SEO - Organic Search 2021,SEO,2021-06-30,2021-08-18,APAC,"Tokyo, JP",Organic Search,20707.0,20707.0,265,47,17.74,78.14,2021
1747,SEO - Organic Search 2021,SEO,2021-08-28,2021-10-02,North America,"Chicago, IL",Organic Search,6876.0,5588.0,64,14,21.88,87.31,2021
1748,Referral - Partner Program 2021,Referral,2021-05-31,2021-07-12,APAC,"Seoul, KR",Partner Program,1008.0,1002.0,659,308,46.74,1.52,2021
1749,Paid Search - Google Ads 2021,Paid Search,2021-06-08,2021-07-20,North America,"Chicago, IL",Google Ads,33161.0,23419.0,456,272,59.65,51.36,2021
1750,Paid Search - Google Ads 2021,Paid Search,2021-08-08,2021-08-22,APAC,"Singapore, SG",Google Ads,30763.0,29312.0,66,40,60.61,444.12,2021
1751,Paid Search - Bing Ads 2021,Paid Search,2021-11-29,2021-12-31,North America,"Dallas, TX",Bing Ads,39049.0,38702.0,158,96,60.76,244.95,2021
1752,Display - Programmatic 2021,Display,2021-11-20,2021-12-31,North America,"Dallas, TX",Programmatic,23928.0,20106.0,44,5,11.36,456.95,2021
1753,Display - Programmatic 2021,Display,2021-06-15,2021-08-10,North America,"Chicago, IL",Programmatic,15412.0,13195.0,11,1,9.09,1199.55,2021
1754,Display - Programmatic 2021,Display,2021-12-17,2021-12-31,APAC,"Sydney, AU",Programmatic,40841.0,40841.0,99,12,12.12,412.54,2021
1755,Paid Search - Bing Ads 2021,Paid Search,2021-03-04,2021-03-18,North America,"Chicago, IL",Bing Ads,32278.0,24708.0,403,207,51.36,61.31,2021
1756,Social - Facebook Ads 2021,Social,2021-07-26,2021-08-30,North America,"Dallas, TX",Facebook Ads,8407.0,6042.0,313,39,12.46,19.3,2021
1757,SEO - Organic Search 2021,SEO,2021-09-08,2021-10-06,North America,"Chicago, IL",Organic Search,9951.0,7459.0,125,16,12.8,59.67,2021
1758,Webinar - Product Demo 2021,Webinar,2021-10-21,2021-12-16,North America,"Chicago, IL",Product Demo,43941.0,34929.0,467,198,42.4,74.79,2021
1759,Events - Field Event 2021,Events,2021-08-27,2021-09-17,EMEA,"Paris, FR",Field Event,2607.0,1878.0,275,84,30.55,6.83,2021
1760,Webinar - Product Demo 2021,Webinar,2021-01-27,2021-03-03,EMEA,"London, UK",Product Demo,25823.0,23198.0,977,409,41.86,23.74,2021
1761,Webinar - Product Demo 2021,Webinar,2021-11-08,2021-12-13,North America,"Chicago, IL",Product Demo,22126.0,21757.0,936,595,63.57,23.24,2021
1762,SEO - Organic Search 2021,SEO,2021-01-16,2021-02-27,APAC,"Bengaluru, IN",Organic Search,12060.0,10876.0,60,9,15.0,181.27,2021
1763,Content - eBook 2021,Content,2021-12-22,2021-12-31,North America,"New York, NY",eBook,11210.0,9622.0,162,23,14.2,59.4,2021
1764,Webinar - Thought Leadership 2021,Webinar,2021-02-03,2021-02-24,EMEA,"Paris, FR",Thought Leadership,49236.0,27759.0,196,90,45.92,141.63,2021
1765,Webinar - Product Demo 2021,Webinar,2021-05-08,2021-06-05,North America,"New York, NY",Product Demo,33956.0,24103.0,983,433,44.05,24.52,2021
1766,Paid Search - Google Ads 2021,Paid Search,2021-08-01,2021-08-15,APAC,"Sydney, AU",Google Ads,68904.0,54339.0,432,244,56.48,125.78,2021
1767,Social - X Promoted 2021,Social,2021-06-10,2021-07-22,North America,"Toronto, ON",X Promoted,19157.0,17209.0,57,10,17.54,301.91,2021
1768,Referral - Partner Program 2021,Referral,2021-04-18,2021-05-09,APAC,"Bengaluru, IN",Partner Program,261.0,260.0,178,86,48.31,1.46,2021
1769,SEO - Organic Search 2021,SEO,2021-07-01,2021-07-15,North America,"Dallas, TX",Organic Search,13347.0,12294.0,160,28,17.5,76.84,2021
1770,Email - Drip Sequence 2021,Email,2021-04-03,2021-05-01,APAC,"Tokyo, JP",Drip Sequence,3537.0,3537.0,240,27,11.25,14.74,2021
1771,Display - Programmatic 2021,Display,2021-05-07,2021-06-18,APAC,"Singapore, SG",Programmatic,21390.0,16470.0,39,3,7.69,422.31,2021
1772,Webinar - Product Demo 2021,Webinar,2021-07-17,2021-08-14,North America,"Toronto, ON",Product Demo,41692.0,36252.0,809,452,55.87,44.81,2021
1773,SEO - Organic Search 2021,SEO,2021-02-11,2021-03-04,North America,"New York, NY",Organic Search,5314.0,5234.0,51,10,19.61,102.63,2021
1774,Email - Drip Sequence 2021,Email,2021-03-03,2021-04-07,North America,"San Jose, CA",Drip Sequence,7897.0,7897.0,210,52,24.76,37.6,2021
1775,Paid Search - Google Ads 2021,Paid Search,2021-07-16,2021-09-03,North America,"Dallas, TX",Google Ads,77677.0,77677.0,397,196,49.37,195.66,2021
1776,Events - Trade Show 2021,Events,2021-01-14,2021-01-21,North America,"San Jose, CA",Trade Show,21560.0,20293.0,520,177,34.04,39.02,2021
1777,Webinar - Thought Leadership 2021,Webinar,2021-08-01,2021-08-15,EMEA,"Berlin, DE",Thought Leadership,24444.0,17316.0,342,199,58.19,50.63,2021
1778,SEO - Organic Search 2021,SEO,2021-12-08,2021-12-29,APAC,"Sydney, AU",Organic Search,16691.0,16691.0,98,16,16.33,170.32,2021
1779,Paid Search - Google Ads 2021,Paid Search,2021-03-13,2021-05-01,EMEA,"Berlin, DE",Google Ads,21502.0,20629.0,169,79,46.75,122.07,2021
1780,Social - Facebook Ads 2021,Social,2021-07-20,2021-09-07,APAC,"Bengaluru, IN",Facebook Ads,13361.0,13361.0,235,55,23.4,56.86,2021
1781,SEO - Organic Search 2021,SEO,2021-07-13,2021-08-10,EMEA,"Dublin, IE",Organic Search,7765.0,7065.0,158,26,16.46,44.72,2021
1782,Webinar - Thought Leadership 2021,Webinar,2021-11-07,2021-12-12,North America,"Chicago, IL",Thought Leadership,34014.0,24866.0,871,386,44.32,28.55,2021
1783,Content - Blog 2021,Content,2021-12-24,2021-12-31,APAC,"Sydney, AU",Blog,8003.0,6346.0,235,53,22.55,27.0,2021
1784,SEO - Organic Search 2021,SEO,2021-05-02,2021-05-16,EMEA,"Dublin, IE",Organic Search,10315.0,8656.0,74,21,28.38,116.97,2021
1785,Paid Search - Bing Ads 2021,Paid Search,2021-06-28,2021-08-16,EMEA,"Berlin, DE",Bing Ads,28609.0,22584.0,337,153,45.4,67.01,2021
1786,Webinar - Product Demo 2021,Webinar,2021-01-03,2021-02-21,EMEA,"Berlin, DE",Product Demo,38260.0,38260.0,523,247,47.23,73.15,2021
1787,Content - eBook 2021,Content,2021-01-17,2021-02-21,APAC,"Seoul, KR",eBook,10890.0,7898.0,111,24,21.62,71.15,2021
1788,Social - LinkedIn Ads 2021,Social,2021-10-04,2021-11-22,EMEA,"Dublin, IE",LinkedIn Ads,8587.0,7518.0,50,7,14.0,150.36,2021
1789,Paid Search - Google Ads 2021,Paid Search,2021-02-25,2021-04-01,North America,"New York, NY",Google Ads,65528.0,51943.0,818,273,33.37,63.5,2021
1790,SEO - Organic Search 2021,SEO,2021-09-19,2021-10-03,North America,"San Jose, CA",Organic Search,18731.0,15534.0,28,4,14.29,554.79,2021
1791,Webinar - Thought Leadership 2021,Webinar,2021-01-22,2021-03-19,North America,"Toronto, ON",Thought Leadership,18418.0,17424.0,820,528,64.39,21.25,2021
1792,Paid Search - Bing Ads 2021,Paid Search,2021-01-13,2021-01-27,APAC,"Bengaluru, IN",Bing Ads,63700.0,44853.0,763,382,50.07,58.79,2021
1793,Email - Newsletter 2021,Email,2021-06-22,2021-07-20,North America,"Chicago, IL",Newsletter,6354.0,6003.0,352,82,23.3,17.05,2021
1794,Webinar - Product Demo 2021,Webinar,2021-07-03,2021-07-24,EMEA,"London, UK",Product Demo,46713.0,42338.0,882,589,66.78,48.0,2021
1795,Webinar - Thought Leadership 2021,Webinar,2021-01-20,2021-02-03,EMEA,"Berlin, DE",Thought Leadership,12785.0,10175.0,479,250,52.19,21.24,2021
1796,Email - Drip Sequence 2021,Email,2021-11-22,2021-12-31,North America,"New York, NY",Drip Sequence,5990.0,4821.0,307,49,15.96,15.7,2021
1797,Paid Search - Google Ads 2021,Paid Search,2021-12-15,2021-12-31,North America,"New York, NY",Google Ads,44624.0,43148.0,381,129,33.86,113.25,2021
1798,Paid Search - Bing Ads 2021,Paid Search,2021-06-15,2021-08-03,North America,"Dallas, TX",Bing Ads,67476.0,56464.0,267,143,53.56,211.48,2021
1799,Paid Search - Google Ads 2021,Paid Search,2021-03-23,2021-05-18,North America,"Dallas, TX",Google Ads,59136.0,44434.0,515,306,59.42,86.28,2021
1800,Webinar - Product Demo 2021,Webinar,2021-12-16,2021-12-31,APAC,"Singapore, SG",Product Demo,37304.0,29551.0,901,523,58.05,32.8,2021
1801,Email - Drip Sequence 2021,Email,2021-12-16,2021-12-31,APAC,"Bengaluru, IN",Drip Sequence,8636.0,6936.0,254,60,23.62,27.31,2021
1802,Events - Trade Show 2021,Events,2021-07-06,2021-07-20,EMEA,"Amsterdam, NL",Trade Show,38868.0,38868.0,419,145,34.61,92.76,2021
1803,Email - Drip Sequence 2021,Email,2021-12-15,2021-12-31,EMEA,"Dublin, IE",Drip Sequence,6732.0,5402.0,525,69,13.14,10.29,2021
1804,Paid Search - Google Ads 2021,Paid Search,2021-03-05,2021-04-16,North America,"Chicago, IL",Google Ads,55187.0,48883.0,376,131,34.84,130.01,2021
1805,Webinar - Thought Leadership 2021,Webinar,2021-04-21,2021-05-12,EMEA,"Dublin, IE",Thought Leadership,36746.0,29738.0,726,497,68.46,40.96,2021
1806,SEO - Organic Search 2021,SEO,2021-10-08,2021-11-05,North America,"Dallas, TX",Organic Search,12653.0,11251.0,42,8,19.05,267.88,2021
1807,Webinar - Product Demo 2021,Webinar,2021-03-10,2021-03-24,EMEA,"Amsterdam, NL",Product Demo,11211.0,10692.0,1024,518,50.59,10.44,2021
1808,Paid Search - Bing Ads 2021,Paid Search,2021-03-26,2021-04-09,North America,"Dallas, TX",Bing Ads,39950.0,39687.0,316,175,55.38,125.59,2021
1809,Social - LinkedIn Ads 2021,Social,2021-12-12,2021-12-31,EMEA,"Amsterdam, NL",LinkedIn Ads,7302.0,4568.0,122,25,20.49,37.44,2021
1810,Paid Search - Google Ads 2021,Paid Search,2021-05-24,2021-06-07,North America,"Toronto, ON",Google Ads,23727.0,18098.0,127,70,55.12,142.5,2021
1811,Email - Drip Sequence 2021,Email,2021-03-31,2021-04-21,North America,"San Jose, CA",Drip Sequence,5901.0,3966.0,525,76,14.48,7.55,2021
1812,Email - Drip Sequence 2021,Email,2021-04-07,2021-05-19,EMEA,"London, UK",Drip Sequence,5270.0,4341.0,124,23,18.55,35.01,2021
1813,Paid Search - Google Ads 2021,Paid Search,2021-09-06,2021-10-18,APAC,"Sydney, AU",Google Ads,77327.0,73847.0,452,248,54.87,163.38,2021
1814,Email - Drip Sequence 2021,Email,2021-10-19,2021-11-23,North America,"San Jose, CA",Drip Sequence,9532.0,7502.0,210,20,9.52,35.72,2021
1815,Paid Search - Google Ads 2021,Paid Search,2021-06-15,2021-08-10,North America,"Dallas, TX",Google Ads,50733.0,49688.0,644,328,50.93,77.16,2021
1816,Content - Case Study 2021,Content,2021-08-04,2021-09-15,EMEA,"London, UK",Case Study,6673.0,6093.0,343,83,24.2,17.76,2021
1817,Webinar - Product Demo 2021,Webinar,2021-05-15,2021-06-05,EMEA,"Dublin, IE",Product Demo,22963.0,17634.0,269,165,61.34,65.55,2021
1818,Email - Drip Sequence 2021,Email,2021-05-09,2021-07-04,APAC,"Seoul, KR",Drip Sequence,8985.0,6968.0,272,51,18.75,25.62,2021
1819,Referral - Partner Program 2021,Referral,2021-03-07,2021-03-28,EMEA,"Amsterdam, NL",Partner Program,3670.0,3216.0,334,163,48.8,9.63,2021
1820,Email - Newsletter 2021,Email,2021-07-31,2021-08-14,North America,"Dallas, TX",Newsletter,6032.0,4354.0,57,7,12.28,76.39,2021
1821,Paid Search - Google Ads 2021,Paid Search,2021-10-28,2021-11-18,EMEA,"Berlin, DE",Google Ads,55660.0,45000.0,708,442,62.43,63.56,2021
